Conference,Year,Title,Award,authornum,authornum_77,PaperType,Link,cite,cite_log,cite_log_one
Vis,1993,Enhancing reality in the operating room,BCS,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398902,11,1.041392685,3
Vis,1993,MRIVIEW: An interactive computational tool for investigation of brain structure and function,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398885,12,1.079181246,0.338654437
Vis,1993,The virtual restoration of the Visir tomb,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398904,12,1.079181246,0.338654437
Vis,1993,"Unsteady phenomena, hypersonic flows and co-operative flow visualization in aerospace research",0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398894,12,1.079181246,0.338654437
Vis,1993,Visualization of stratospheric ozone depletion and the polar vortex,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398899,12,1.079181246,0.338654437
Vis,1993,Performance visualization of parallel programs,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398866,13,1.113943352,0.349563024
Vis,1993,Fine-grain visualization algorithms in dataflow environments,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398860,16,1.204119983,0.377861065
Vis,1993,A probe for local flow field visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398849,20,1.301029996,0.408272089
Vis,1993,Cloud tracing in convection-diffusion systems,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398876,20,1.301029996,0.408272089
Vis,1993,Interactive shading for surface and volume visualization on graphics workstations,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398881,21,1.322219295,0.414921435
Vis,1993,Tioga: A database-oriented visualization tool,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398855,22,1.342422681,0.421261396
Vis,1993,Geometric clipping using Boolean textures,BP,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398878,23,1.361727836,3
Vis,1993,Geometric optimization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398868,24,1.380211242,0.433119704
Vis,1993,Orientation maps: Techniques for visualizing rotations (A  Consumer's Guide),0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398867,25,1.397940009,0.438683112
Vis,1993,The vision camera: An interactive tool for volume data exploration and navigation,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398847,25,1.397940009,0.438683112
Vis,1993,An environment for telecollaborative data exploration,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398858,28,1.447158031,0.454128063
Vis,1993,Volume sampled voxelization of geometric primitives,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398854,29,1.462397998,0.458910469
Vis,1993,Accelerating volume animation by space-leaping,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398852,30,1.477121255,0.463530727
Vis,1993,Virtual input devices for 3D systems,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398862,31,1.491361694,0.467999474
Vis,1993,Visualization of time-dependent flow fields,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398848,32,1.505149978,0.472326332
Vis,1993,GRASPARC-A problem solving environment integrating computation and visualization,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398857,34,1.531478917,0.480588532
Vis,1993,Dichromatic color representations for complex display systems,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398871,36,1.556302501,0.488378342
Vis,1993,Data shaders,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398879,37,1.568201724,0.4921124
Vis,1993,Visual feedback in querying large databases,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398864,38,1.579783597,0.49574687
Vis,1993,"Towards interactive steering, visualization and animation of unsteady finite element simulations",0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398895,40,1.602059991,0.502737355
Vis,1993,Rapid exploration of curvilinear grids using direct volume rendering (Extended Abstract),0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398853,44,1.643452676,0.515726662
Vis,1993,Flow volumes for interactive vector field visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398846,49,1.69019608,0.530395061
Vis,1993,Spray rendering: Visualization using smart particles,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398880,50,1.698970004,0.533148378
Vis,1993,Visualization and modeling of geophysical data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398892,58,1.763427994,0.553375735
Vis,1993,Bridging the gap between visualization and data management: A simple visualization management system,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398856,64,1.806179974,0.566791598
Vis,1993,"DIVIDE: Distributed visual display of the execution of asynchronous, distributed algorithms on loosely-coupled parallel processors",0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398865,64,1.806179974,0.566791598
Vis,1993,HyperSlice - Visualization of Scalar Functions of Many Variables,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398859,67,1.826074803,0.573034731
Vis,1993,Visualization of turbulent flow with particles,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398850,69,1.838849091,0.57704339
Vis,1993,Optimal filter design for volume reconstruction and visualization,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398851,73,1.86332286,0.584723426
Vis,1993,Feature extraction for oceanographic data using a 3D edge operator,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398901,86,1.934498451,0.607058812
Vis,1993,InfoCrystal: A visual tool for information retrieval,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398863,109,2.037426498,0.639358335
Vis,1993,Computer visualization of long genomic sequences,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1993.398883,340,2.531478917,0.794395355
Vis,1994,Streamball techniques for flow visualization,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346315,1,0,0
Vis,1994,Parallel performance measures for volume ray casting,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346319,3,0.477121255,0.149723905
Vis,1994,Visualization of mesoscale flow features in ocean basins,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346297,3,0.477121255,0.149723905
Vis,1994,New techniques in the design of healthcare facilities,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346293,4,0.602059991,0.188930533
Vis,1994,Nonpolygonal isosurface rendering for large volume datasets,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346306,4,0.602059991,0.188930533
Vis,1994,Observing a volume rendered fetus within a pregnant patient,0,8,6.16,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346295,4,0.602059991,0.188930533
Vis,1994,Strata-various: multi-layer visualization of dynamics in software system behavior,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346322,5,0.698970004,0.219341556
Vis,1994,Tokamak plasma turbulence visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346301,5,0.698970004,0.219341556
Vis,1994,Visualization of an electric power transmission system,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346292,5,0.698970004,0.219341556
Vis,1994,Visualization and data analysis in space and atmospheric science,0,7,5.39,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346300,6,0.77815125,0.244189171
Vis,1994,Implicit modeling of swept surfaces and volumes,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346339,9,0.954242509,0.29944781
Vis,1994,A case study on visualization for boundary value problems,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346299,10,1,0.313806822
Vis,1994,GASP-a system for visualizing geometric algorithms,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346325,10,1,0.313806822
Vis,1994,Triangulation and display of rational parametric surfaces,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346335,10,1,0.313806822
Vis,1994,A lattice model for data display,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346304,11,1.041392685,0.326796129
Vis,1994,Integrating spatial data display with virtual reconstruction,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346296,12,1.079181246,0.338654437
Vis,1994,Visualization of 3D ultrasonic data,BCS,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346294,12,1.079181246,3
Vis,1994,Visualizing flow over curvilinear grid surfaces using line integral convolution,BP,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346313,13,1.113943352,3
Vis,1994,Visualizing polycrystalline orientation microstructures with spherical color maps,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346338,13,1.113943352,0.349563024
Vis,1994,"Vortex tubes in turbulent flows: identification, representation, reconstruction",0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346327,13,1.113943352,0.349563024
Vis,1994,UFAT-a particle tracer for time-dependent flow fields,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346311,15,1.176091259,0.369065461
Vis,1994,Progressive transmission of scientific data using biorthogonal wavelet transform,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346332,16,1.204119983,0.377861065
Vis,1994,Severe rainfall events in Northwestern Peru (visualization of scattered meteorological data),0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346298,16,1.204119983,0.377861065
Vis,1994,An annotation system for 3D fluid flow visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346309,18,1.255272505,0.393913076
Vis,1994,Spiders: a new user interface for rotation and visualization of n-dimensional point sets,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346318,20,1.301029996,0.408272089
Vis,1994,Virtual reality performance for virtual geometry,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346324,21,1.322219295,0.414921435
Vis,1994,User modeling for adaptive visualization systems,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346316,22,1.342422681,0.421261396
Vis,1994,An evaluation of reconstruction filters for volume rendering,TT,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346331,24,1.380211242,3
Vis,1994,Approximation of isosurface in the Marching Cube: ambiguity problem,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346307,24,1.380211242,0.433119704
Vis,1994,Wavelet-based volume morphing,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346333,25,1.397940009,0.438683112
Vis,1994,Isosurface generation by using extrema graphs,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346334,27,1.431363764,0.449171714
Vis,1994,Restorer: a visualization technique for handling missing data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346317,34,1.531478917,0.480588532
Vis,1994,Integrated control of distributed volume visualization through the World-Wide-Web,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346342,38,1.579783597,0.49574687
Vis,1994,"The topology of symmetric, second-order tensor fields",BP,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346326,39,1.591064607,3
Vis,1994,The design and implementation of the Cortex visualization system,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346310,42,1.62324929,0.509386702
Vis,1994,Volume rendering methods for computational fluid dynamics visualization,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346314,42,1.62324929,0.509386702
Vis,1994,A library for visualizing combinatorial structures,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346323,43,1.633468456,0.512593545
Vis,1994,Introducing alpha shapes for the analysis of path integral Monte Carlo results,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346337,43,1.633468456,0.512593545
Vis,1994,3D visualization of unsteady 2D airplane wake vortices,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346328,46,1.662757832,0.521784751
Vis,1994,"A distributed, parallel, interactive volume rendering package",0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346341,48,1.681241237,0.52758497
Vis,1994,Visualizing flow with quaternion frames,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346330,52,1.716003344,0.538493556
Vis,1994,XmdvTool: integrating multiple methods for visualizing multivariate data,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346302,56,1.748188027,0.54859333
Vis,1994,Mix&Match: a construction kit for visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346305,58,1.763427994,0.553375735
Vis,1994,Differential volume rendering: a fast volume visualization technique for flow animation,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346321,60,1.77815125,0.557995993
Vis,1994,Visualizing 3D velocity fields near contour surfaces,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346312,66,1.819543936,0.5709853
Vis,1994,Discretized Marching Cubes,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346308,67,1.826074803,0.573034731
Vis,1994,Piecewise-linear surface approximation from noisy scattered samples,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346336,67,1.826074803,0.573034731
Vis,1994,An object oriented design for the visualization of multi-variable data objects,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346303,73,1.86332286,0.584723426
Vis,1994,Feature detection from vector quantities in a numerically simulated hypersonic flow field in combination with experimental flow visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346329,91,1.959041392,0.614760554
Vis,1994,Fast surface rendering from raster data by voxel traversal using chessboard distance,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346320,118,2.071882007,0.650170709
Vis,1994,VolVis: a diversified volume visualization system,0,8,6.16,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346340,127,2.103803721,0.66018796
Vis,1994,Volume rendering of pool fire data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346291,137,2.136720567,0.670517491
Vis,1994,Visualization of volcanic ash clouds,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1994.346290,151,2.178976947,0.683777832
Vis,1995,Case study: using spatial access methods to support the visualization of environmental data,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1995.485171,1,0,0
InfoVis,1995,IVEE: an Information Visualization and Exploration Environment,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1995.528688,0,0,0
InfoVis,1995,Visualisation for functional design,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1995.528680,1,0,0
Vis,1995,Automatic generation of triangular irregular networks using greedy cuts,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1995.480813,2,0.301029996,0.094465266
Vis,1995,Propositional n-traces: visualizing a problem in philosophical logic,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1995.485147,2,0.301029996,0.094465266
Vis,1995,A visualization tool for studying the development of the moss Physcomitrella patens,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1995.485153,3,0.477121255,0.149723905
InfoVis,1995,Case study. A WWW viewpoint on scientific visualization: an EPA case study for technology transfer,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1995.528694,4,0.602059991,0.188930533
